path,scientific,tier,lat,lon,taken_at,source,kind
/Volumes/Media/bird/Steller's Jay/DSC02878.ARW,Cyanocitta stelleri,own,,,2025-12-24T16:37:06-07:00,folder:Steller's Jay,bird
/Volumes/Media/bird/Steller's Jay/DSC02879.ARW,Cyanocitta stelleri,own,,,2025-12-24T16:37:08-07:00,folder:Steller's Jay,bird
/Volumes/Media/bird/Steller's Jay/DSC02880.ARW,Cyanocitta stelleri,own,,,2025-12-24T16:37:08-07:00,folder:Steller's Jay,bird
/Volumes/Media/bird/Steller's Jay/DSC02881.ARW,Cyanocitta stelleri,own,,,2025-12-24T16:37:08-07:00,folder:Steller's Jay,bird
/Volumes/Media/bird/Steller's Jay/DSC02882.ARW,Cyanocitta stelleri,own,,,2025-12-24T16:37:08-07:00,folder:Steller's Jay,bird
/Volumes/Media/bird/Steller's Jay/DSC02883.ARW,Cyanocitta stelleri,own,,,2025-12-24T16:37:08-07:00,folder:Steller's Jay,bird
/Volumes/Media/bird/Steller's Jay/DSC02884.ARW,Cyanocitta stelleri,own,,,2025-12-24T16:37:13-07:00,folder:Steller's Jay,bird
/Volumes/Media/bird/Steller's Jay/DSC02885.ARW,Cyanocitta stelleri,own,,,2025-12-24T16:37:13-07:00,folder:Steller's Jay,bird
/Volumes/Media/bird/Steller's Jay/DSC02886.ARW,Cyanocitta stelleri,own,,,2025-12-24T16:37:13-07:00,folder:Steller's Jay,bird
/Volumes/Media/bird/Steller's Jay/DSC02887.ARW,Cyanocitta stelleri,own,,,2025-12-24T16:37:13-07:00,folder:Steller's Jay,bird
/Volumes/Media/bird/Steller's Jay/DSC02888.ARW,Cyanocitta stelleri,own,,,2025-12-24T16:37:13-07:00,folder:Steller's Jay,bird
/Volumes/Media/bird/Steller's Jay/DSC02889.ARW,Cyanocitta stelleri,own,,,2025-12-24T16:37:14-07:00,folder:Steller's Jay,bird
/Volumes/Media/bird/Steller's Jay/DSC02890.ARW,Cyanocitta stelleri,own,,,2025-12-24T16:37:14-07:00,folder:Steller's Jay,bird
/Volumes/Media/bird/Steller's Jay/DSC02891.ARW,Cyanocitta stelleri,own,,,2025-12-24T16:37:15-07:00,folder:Steller's Jay,bird
/Volumes/Media/bird/Steller's Jay/DSC02892.ARW,Cyanocitta stelleri,own,,,2025-12-24T16:37:15-07:00,folder:Steller's Jay,bird
/Volumes/Media/bird/Steller's Jay/DSC02893.ARW,Cyanocitta stelleri,own,,,2025-12-24T16:37:16-07:00,folder:Steller's Jay,bird
/Volumes/Media/bird/Steller's Jay/DSC02894-Enhanced-NR.dng,Cyanocitta stelleri,own,,,2025-12-24T16:37:28-07:00,folder:Steller's Jay,bird
/Volumes/Media/bird/Steller's Jay/DSC02894.ARW,Cyanocitta stelleri,own,,,2025-12-24T16:37:28-07:00,folder:Steller's Jay,bird
/Volumes/Media/bird/Steller's Jay/DSC02895.ARW,Cyanocitta stelleri,own,,,2025-12-24T16:37:29-07:00,folder:Steller's Jay,bird
/Volumes/Media/bird/Steller's Jay/DSC02896.ARW,Cyanocitta stelleri,own,,,2025-12-24T16:37:29-07:00,folder:Steller's Jay,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02558.ARW,Megascops kennicottii,own,,,2025-12-24T16:07:25-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02559.ARW,Megascops kennicottii,own,,,2025-12-24T16:07:27-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02560.ARW,Megascops kennicottii,own,,,2025-12-24T16:07:29-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02561.ARW,Megascops kennicottii,own,,,2025-12-24T16:07:31-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02562.ARW,Megascops kennicottii,own,,,2025-12-24T16:07:33-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02563.ARW,Megascops kennicottii,own,,,2025-12-24T16:07:35-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02565.ARW,Megascops kennicottii,own,,,2025-12-24T16:07:39-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02566.ARW,Megascops kennicottii,own,,,2025-12-24T16:07:48-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02567.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:06-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02568.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:07-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02569.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:08-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02570.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:09-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02571.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:10-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02572.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:11-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02573.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:12-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02574.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:13-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02575.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:14-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02576.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:15-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02577.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:16-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02578.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:17-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02579.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:18-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02581.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:20-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02582.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:21-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02583.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:22-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02584.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:23-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02585.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:24-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02586.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:25-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02587.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:26-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02588.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:27-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02589.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:28-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02590.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:29-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02591.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:30-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02592.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:31-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02593.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:32-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02594.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:33-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02595.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:34-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02596.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:35-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02597.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:36-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02598.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:37-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02599.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:39-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02600.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:39-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02601.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:41-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02602.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:41-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02603.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:43-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02605.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:45-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02606.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:46-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02607.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:47-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02608.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:48-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02609.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:49-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02610.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:50-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02611.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:51-07:00,folder:Western-Screech-Owl,bird
/Volumes/Media/bird/Western-Screech-Owl/DSC02612.ARW,Megascops kennicottii,own,,,2025-12-24T16:08:52-07:00,folder:Western-Screech-Owl,bird
