path,scientific,tier,lat,lon,taken_at,source,kind,license,attribution
/Users/outman/workspace/personal/bioscan/data/inat/Odocoileus_hemionus/402490323_738886557.jpg,Odocoileus hemionus,inat,37.8746194444,-122.2556527778,2026-09-21T16:37:00-07:00,https://www.inaturalist.org/observations/402490323,mammal,cc-by-nc,"(c) khaveen, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Odocoileus_hemionus/402481271_738869786.jpg,Odocoileus hemionus,inat,34.892199149,-118.8545366114,2026-09-22T07:22:35-07:00,https://www.inaturalist.org/observations/402481271,mammal,cc-by-nc,"(c) Calvin J., some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Odocoileus_hemionus/402471571_738851833.jpg,Odocoileus hemionus,inat,38.3098806026,-122.2672842166,2026-09-22T08:02:11-07:00,https://www.inaturalist.org/observations/402471571,mammal,cc-by-nc,"(c) Jessica S, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Odocoileus_hemionus/402451627_738812918.jpg,Odocoileus hemionus,inat,36.7950239554,-121.3127047918,2026-09-21T09:04:00-07:00,https://www.inaturalist.org/observations/402451627,mammal,cc-by-nc,"(c) James Maughn, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Odocoileus_hemionus/402451626_738812916.jpg,Odocoileus hemionus,inat,36.7949764695,-121.3127079308,2026-09-21T09:04:00-07:00,https://www.inaturalist.org/observations/402451626,mammal,cc-by-nc,"(c) James Maughn, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Odocoileus_hemionus/402402276_738717798.jpg,Odocoileus hemionus,inat,40.597231437,-124.2740118768,2026-09-20T16:24:00-07:00,https://www.inaturalist.org/observations/402402276,mammal,cc-by-nc,"(c) Jonny Sperling, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Odocoileus_hemionus/402397454_738710173.jpg,Odocoileus hemionus,inat,39.4306082762,-122.8228294469,2026-09-18T10:54:25-07:00,https://www.inaturalist.org/observations/402397454,mammal,cc-by-nc,"(c) gnarlyshields, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Odocoileus_hemionus/402392681_738700573.jpg,Odocoileus hemionus,inat,37.6286888889,-122.4696055556,2026-09-21T19:21:00-07:00,https://www.inaturalist.org/observations/402392681,mammal,cc-by-nc,"(c) nature_finder26, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Odocoileus_hemionus/402392215_738699923.jpg,Odocoileus hemionus,inat,37.8987668137,-122.2460753194,2026-09-12T08:26:49-07:00,https://www.inaturalist.org/observations/402392215,mammal,cc-by-nc,"(c) kentatogo, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Odocoileus_hemionus/402389071_738694795.jpg,Odocoileus hemionus,inat,37.1441166667,-121.7937783333,2026-06-27T07:59:50-07:00,https://www.inaturalist.org/observations/402389071,mammal,cc-by-nc,"(c) Elliot Liu, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Odocoileus_hemionus/402386734_738689006.jpg,Odocoileus hemionus,inat,37.8551216667,-119.947555,2026-05-18T20:11:05-07:00,https://www.inaturalist.org/observations/402386734,mammal,cc-by-nc,"(c) dylan_feldman, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Odocoileus_hemionus/402372618_738660660.jpg,Odocoileus hemionus,inat,38.0069222167,-122.4909083333,2026-09-21T18:29:20-07:00,https://www.inaturalist.org/observations/402372618,mammal,cc-by,"(c) Karen Offereins, some rights reserved (CC BY)"
/Users/outman/workspace/personal/bioscan/data/inat/Odocoileus_hemionus/402372375_738660042.jpg,Odocoileus hemionus,inat,38.0034833333,-122.49548,2026-09-21T17:30:33-07:00,https://www.inaturalist.org/observations/402372375,mammal,cc-by,"(c) Karen Offereins, some rights reserved (CC BY)"
/Users/outman/workspace/personal/bioscan/data/inat/Odocoileus_hemionus/402370662_738653613.jpg,Odocoileus hemionus,inat,34.0743054179,-118.4548967928,2026-09-06T06:39:00-07:00,https://www.inaturalist.org/observations/402370662,mammal,cc0,no rights reserved
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402640837_739183395.jpg,Canis latrans,inat,37.8982472451,-122.5524989516,2026-09-22T13:38:22-07:00,https://www.inaturalist.org/observations/402640837,mammal,cc-by-nc,"(c) afreiden, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402635012_739171712.jpg,Canis latrans,inat,33.6051935114,-116.4389551503,2026-09-21T17:50:44-07:00,https://www.inaturalist.org/observations/402635012,mammal,cc-by-nc,"(c) dalemeister, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402601056_739101794.jpg,Canis latrans,inat,33.2492616667,-117.238045,2026-01-03T15:58:12-08:00,https://www.inaturalist.org/observations/402601056,mammal,cc-by-nc,"(c) jriendeau, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402595884_739091923.jpg,Canis latrans,inat,33.6053637327,-116.439159015,2026-09-22T13:56:15-07:00,https://www.inaturalist.org/observations/402595884,mammal,cc-by-nc,"(c) dalemeister, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402559506_739017568.jpg,Canis latrans,inat,37.0045083333,-122.0472638333,2026-09-20T18:03:30-07:00,https://www.inaturalist.org/observations/402559506,mammal,cc-by-nc,"(c) Lionel Lara, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402557501_739014257.jpg,Canis latrans,inat,36.4484629275,-116.852730699,2025-05-02T10:27:30-07:00,https://www.inaturalist.org/observations/402557501,mammal,cc-by-nc,"(c) Jordi14FCB, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402547729_738995561.jpg,Canis latrans,inat,34.6928067064,-120.0406397134,2026-01-30T15:20:11-08:00,https://www.inaturalist.org/observations/402547729,mammal,cc-by-nc,"(c) mikewthomas, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402524112_738950171.jpg,Canis latrans,inat,37.42968,-122.16265,2026-09-22T10:57:29-07:00,https://www.inaturalist.org/observations/402524112,mammal,cc-by-nc,"(c) Miriam Cheng, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402440545_738792662.jpg,Canis latrans,inat,37.7502995997,-122.4666313,2026-09-21T14:45:53-07:00,https://www.inaturalist.org/observations/402440545,mammal,cc-by-nc,"(c) magharding, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402397101_738709382.jpg,Canis latrans,inat,39.4283653669,-122.8156248684,2026-09-19T17:38:37-07:00,https://www.inaturalist.org/observations/402397101,mammal,cc-by-nc,"(c) gnarlyshields, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402379352_738673977.jpg,Canis latrans,inat,37.2262277778,-121.8459472222,2026-09-20T08:07:00-07:00,https://www.inaturalist.org/observations/402379352,mammal,cc-by-nc,"(c) eeya, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402376452_738668479.jpg,Canis latrans,inat,37.7209383333,-119.6472333333,2016-03-30T11:28:41-07:00,https://www.inaturalist.org/observations/402376452,mammal,cc-by-nc,"(c) Dominick Mcgrath, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402374994_738665066.jpg,Canis latrans,inat,37.4103259437,-121.7994337278,2026-09-21T09:53:00-07:00,https://www.inaturalist.org/observations/402374994,mammal,cc-by-nc,"(c) edwardrooks, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402370671_738653669.jpg,Canis latrans,inat,34.0739790532,-118.4543666496,2026-09-19T06:07:00-07:00,https://www.inaturalist.org/observations/402370671,mammal,cc0,no rights reserved
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402370670_738653692.jpg,Canis latrans,inat,34.0743054179,-118.4548967928,2026-09-19T07:12:00-07:00,https://www.inaturalist.org/observations/402370670,mammal,cc0,no rights reserved
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402370663_738653640.jpg,Canis latrans,inat,34.0743054179,-118.4548967928,2026-09-08T07:08:00-07:00,https://www.inaturalist.org/observations/402370663,mammal,cc0,no rights reserved
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402367209_738648647.jpg,Canis latrans,inat,37.5857753929,-122.3169559219,2026-09-21T10:34:00-07:00,https://www.inaturalist.org/observations/402367209,mammal,cc-by-nc,"(c) Donna Pomeroy, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402363986_738642271.jpg,Canis latrans,inat,32.8792868923,-116.8234199844,2026-09-21T17:04:04-07:00,https://www.inaturalist.org/observations/402363986,mammal,cc-by-nc,"(c) quercuscircus, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402359141_738632673.jpg,Canis latrans,inat,33.5514333333,-117.6417,2026-09-21T07:09:50-07:00,https://www.inaturalist.org/observations/402359141,mammal,cc-by-nc,"(c) lylaapte, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402341411_738597035.jpg,Canis latrans,inat,33.6052857226,-116.4390263177,2026-09-21T17:50:40-07:00,https://www.inaturalist.org/observations/402341411,mammal,cc-by-nc,"(c) dalemeister, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402334866_738582906.jpg,Canis latrans,inat,32.86838,-117.239555,2026-09-20T10:14:29-07:00,https://www.inaturalist.org/observations/402334866,mammal,cc-by-nc,"(c) ljenny, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402327032_738566604.jpg,Canis latrans,inat,34.0196892708,-118.2906273936,2026-09-20T01:38:39-07:00,https://www.inaturalist.org/observations/402327032,mammal,cc-by-nc,"(c) angelinahongthong, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402303416_738519613.jpg,Canis latrans,inat,34.154320671,-117.4948019162,2026-07-28T07:20:51-07:00,https://www.inaturalist.org/observations/402303416,mammal,cc-by-nc,"(c) kdkirtley, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402303367_738519551.jpg,Canis latrans,inat,37.6193806644,-119.074300155,2026-08-22T08:51:19-07:00,https://www.inaturalist.org/observations/402303367,mammal,cc-by-nc,"(c) kdkirtley, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Canis_latrans/402274810_738461526.jpg,Canis latrans,inat,37.2861869837,-121.7572869943,2026-09-20T17:56:37-07:00,https://www.inaturalist.org/observations/402274810,mammal,cc-by-nc,"(c) thebestwildlifefinder, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/402653080_739207710.jpg,Procyon lotor,inat,37.8071033333,-122.26082,2026-07-30T21:29:50-07:00,https://www.inaturalist.org/observations/402653080,mammal,cc-by-nc,"(c) numberoneforager, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/402645135_739192652.jpg,Procyon lotor,inat,33.9773116667,-117.3247,2026-09-22T20:55:01-07:00,https://www.inaturalist.org/observations/402645135,mammal,cc-by-nc,"(c) calvin, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/402500504_738903036.jpg,Procyon lotor,inat,35.0318913379,-120.6191233053,2026-09-02T13:44:00-07:00,https://www.inaturalist.org/observations/402500504,mammal,cc-by-nc,"(c) weissfamman, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/402386828_738689293.jpg,Procyon lotor,inat,33.9771633333,-117.3220583333,2026-09-21T22:29:21-07:00,https://www.inaturalist.org/observations/402386828,mammal,cc-by-nc,"(c) calvin, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/402358641_738639001.jpg,Procyon lotor,inat,33.8698383333,-118.3642583333,2026-09-21T19:30:15-07:00,https://www.inaturalist.org/observations/402358641,mammal,cc-by-nc,"(c) han, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/402325318_738563042.jpg,Procyon lotor,inat,34.1639176989,-119.0357920994,2026-09-21T16:42:00-07:00,https://www.inaturalist.org/observations/402325318,mammal,cc-by-nc,"(c) Dominick Mcgrath, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/402315734_738544253.jpg,Procyon lotor,inat,38.6705969504,-121.1222962835,2026-09-20T07:57:23-07:00,https://www.inaturalist.org/observations/402315734,mammal,cc-by-nc,"(c) Rohan B, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/402296424_738469275.jpg,Procyon lotor,inat,32.942425,-117.1222833333,2026-09-21T11:03:00-07:00,https://www.inaturalist.org/observations/402296424,mammal,cc0,no rights reserved
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/402284576_738427827.jpg,Procyon lotor,inat,33.9990638889,-118.4159361111,2026-08-18T23:03:00-07:00,https://www.inaturalist.org/observations/402284576,mammal,cc-by-nc,"(c) maiz, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/402256684_738425557.jpg,Procyon lotor,inat,40.8752666667,-124.0785305,2026-09-21T11:46:44-07:00,https://www.inaturalist.org/observations/402256684,mammal,cc-by-nc,"(c) harryflett, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/402201005_738317821.jpg,Procyon lotor,inat,33.7497425494,-116.7011340677,2026-09-21T07:28:19-07:00,https://www.inaturalist.org/observations/402201005,mammal,cc-by-nc,"(c) idymark, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/402192111_738301500.jpg,Procyon lotor,inat,41.0282924345,-124.018847669,2026-09-21T00:33:00-07:00,https://www.inaturalist.org/observations/402192111,mammal,cc-by-nc,"(c) Tiffany, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/402112948_738147591.jpg,Procyon lotor,inat,36.9773,-122.0503611667,2026-09-20T13:21:36-07:00,https://www.inaturalist.org/observations/402112948,mammal,cc-by-nc,"(c) breezygamer117, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/402110066_738141612.jpg,Procyon lotor,inat,38.2029068456,-121.008310035,2026-09-03T14:00:00-07:00,https://www.inaturalist.org/observations/402110066,mammal,cc-by-nc,"(c) sin_nombre, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/402093171_738107842.jpg,Procyon lotor,inat,33.973075,-117.3292383333,2026-09-20T21:00:39-07:00,https://www.inaturalist.org/observations/402093171,mammal,cc-by-nc,"(c) calvin, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/402027235_737972885.jpg,Procyon lotor,inat,34.1723241773,-118.4716335532,2026-09-20T12:48:00-07:00,https://www.inaturalist.org/observations/402027235,mammal,cc-by-nc,"(c) Malik Vest-Walton, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/402018785_737954595.jpg,Procyon lotor,inat,34.5358012011,-119.7961784192,2026-09-05T15:25:00-07:00,https://www.inaturalist.org/observations/402018785,mammal,cc-by-nc,"(c) Cristina Sandoval, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/401955654_737827791.jpg,Procyon lotor,inat,36.7794922663,-120.7999804495,2026-09-18T09:52:18-07:00,https://www.inaturalist.org/observations/401955654,mammal,cc-by-nc,"(c) kendalloei, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/401884008_737685455.jpg,Procyon lotor,inat,37.877525,-122.2625583333,2025-06-30T05:59:00-07:00,https://www.inaturalist.org/observations/401884008,mammal,cc-by-nc,"(c) Marcos Longo, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/401840908_737601404.jpg,Procyon lotor,inat,33.711035,-117.8527859722,2018-12-04T21:48:00-08:00,https://www.inaturalist.org/observations/401840908,mammal,cc-by-nc,"(c) tamu Yama, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/401778845_737479167.jpg,Procyon lotor,inat,33.9780527778,-117.3249138889,2026-09-19T21:30:21-07:00,https://www.inaturalist.org/observations/401778845,mammal,cc-by-nc,"(c) Adith R, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/401777459_737476001.jpg,Procyon lotor,inat,37.7266246,-122.4796331997,2026-09-19T22:59:08-07:00,https://www.inaturalist.org/observations/401777459,mammal,cc-by-nc,"(c) edie, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/401765705_737452265.jpg,Procyon lotor,inat,37.7003374202,-122.4196372969,2026-09-19T21:44:50-07:00,https://www.inaturalist.org/observations/401765705,mammal,cc-by-nc,"(c) cchloe_lii, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/401758262_737437387.jpg,Procyon lotor,inat,37.7824333333,-122.4730916667,2026-09-19T21:00:35-07:00,https://www.inaturalist.org/observations/401758262,mammal,cc-by-nc,"(c) Marah, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Procyon_lotor/401732776_737384510.jpg,Procyon lotor,inat,37.7269111111,-122.5001305556,2026-09-19T16:59:31-07:00,https://www.inaturalist.org/observations/401732776,mammal,cc-by-nc,"(c) Arianna Love, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Otospermophilus_beecheyi/402637812_739176431.jpg,Otospermophilus beecheyi,inat,32.8750802,-116.4649440267,2026-09-22T09:31:00-07:00,https://www.inaturalist.org/observations/402637812,mammal,cc-by-nc,"(c) kingsgate, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Otospermophilus_beecheyi/402614542_739128359.jpg,Otospermophilus beecheyi,inat,37.7155466,-119.6769058,2026-09-17T06:15:00-07:00,https://www.inaturalist.org/observations/402614542,mammal,cc-by-nc,"(c) sophiathyme, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Otospermophilus_beecheyi/402592092_739083856.jpg,Otospermophilus beecheyi,inat,38.722343206,-121.1668533772,2026-09-22T07:32:00-07:00,https://www.inaturalist.org/observations/402592092,mammal,cc-by-nc,"(c) mateowagner, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Otospermophilus_beecheyi/402569558_739038590.jpg,Otospermophilus beecheyi,inat,33.9441701349,-118.4416086772,2026-03-31T12:42:56-07:00,https://www.inaturalist.org/observations/402569558,mammal,cc-by-nc,"(c) stevenshep, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Otospermophilus_beecheyi/402540196_738981731.jpg,Otospermophilus beecheyi,inat,34.4402324003,-119.716048368,2026-09-22T12:24:23-07:00,https://www.inaturalist.org/observations/402540196,mammal,cc-by-nc,"(c) Delaney, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Otospermophilus_beecheyi/402527203_738956924.jpg,Otospermophilus beecheyi,inat,33.605342016,-116.4392545754,2026-09-22T09:28:30-07:00,https://www.inaturalist.org/observations/402527203,mammal,cc-by-nc,"(c) dalemeister, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Otospermophilus_beecheyi/402527051_738956139.jpg,Otospermophilus beecheyi,inat,33.5451270693,-117.7056406698,2026-09-21T12:07:00-07:00,https://www.inaturalist.org/observations/402527051,mammal,cc-by-nc,"(c) mooseandsquirrel, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Otospermophilus_beecheyi/402525606_738953256.jpg,Otospermophilus beecheyi,inat,34.0750472222,-118.1891555556,2026-09-20T10:41:54-07:00,https://www.inaturalist.org/observations/402525606,mammal,cc-by-nc,"(c) JM, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Otospermophilus_beecheyi/402496427_738897451.jpg,Otospermophilus beecheyi,inat,33.5456137587,-117.7057105571,2026-09-21T11:53:00-07:00,https://www.inaturalist.org/observations/402496427,mammal,cc-by-nc,"(c) mooseandsquirrel, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Otospermophilus_beecheyi/402496279_738896398.jpg,Otospermophilus beecheyi,inat,35.3713107298,-120.8667635396,2026-09-12T09:37:00-07:00,https://www.inaturalist.org/observations/402496279,mammal,cc-by-nc,"(c) skreling, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Otospermophilus_beecheyi/402478183_738864042.jpg,Otospermophilus beecheyi,inat,34.5007232557,-118.6120673366,2026-09-22T08:28:23-07:00,https://www.inaturalist.org/observations/402478183,mammal,cc-by-nc,"(c) exploringplants, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Otospermophilus_beecheyi/402466644_738843188.jpg,Otospermophilus beecheyi,inat,37.4096593302,-121.78823286,2026-09-21T11:51:00-07:00,https://www.inaturalist.org/observations/402466644,mammal,cc-by-nc,"(c) edwardrooks, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Otospermophilus_beecheyi/402449846_738808769.jpg,Otospermophilus beecheyi,inat,36.9523438162,-122.0823219236,2026-09-21T14:37:00-07:00,https://www.inaturalist.org/observations/402449846,mammal,cc-by-nc,"(c) James Maughn, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Otospermophilus_beecheyi/402381291_738678551.jpg,Otospermophilus beecheyi,inat,37.6785828344,-121.7966962073,2026-09-15T17:47:18-07:00,https://www.inaturalist.org/observations/402381291,mammal,cc-by-nc,"(c) Levon Harutyunyan, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Otospermophilus_beecheyi/402380152_738676376.jpg,Otospermophilus beecheyi,inat,36.6263126011,-121.9159271237,2026-09-19T14:26:30-07:00,https://www.inaturalist.org/observations/402380152,mammal,cc-by-nc,"(c) kayla3024, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Otospermophilus_beecheyi/402376046_738667506.jpg,Otospermophilus beecheyi,inat,37.4032116007,-120.0948617419,2026-09-21T13:21:00-07:00,https://www.inaturalist.org/observations/402376046,mammal,cc-by-nc,"(c) Sean Werle, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Otospermophilus_beecheyi/402375737_738665044.jpg,Otospermophilus beecheyi,inat,34.0744324064,-118.4547235658,2026-09-01T16:12:00-07:00,https://www.inaturalist.org/observations/402375737,mammal,cc0,no rights reserved
/Users/outman/workspace/personal/bioscan/data/inat/Otospermophilus_beecheyi/402363074_738623917.jpg,Otospermophilus beecheyi,inat,37.7483180371,-119.5872628706,2017-04-11T13:40:00-07:00,https://www.inaturalist.org/observations/402363074,mammal,cc-by-nc,"(c) Diego Tamayo, some rights reserved (CC BY-NC)"
/Users/outman/workspace/personal/bioscan/data/inat/Otospermophilus_beecheyi/402362206_738638030.jpg,Otospermophilus beecheyi,inat,33.9624546007,-118.4537753534,2026-09-21T16:51:00-07:00,https://www.inaturalist.org/observations/402362206,mammal,cc-by-nc,"(c) Tom, some rights reserved (CC BY-NC)"
